"140","SCRUM","2019-10-14","2020-12-30","Alembic 1.9.1","297, 222, 478, 479, 168, 73, 263, 63, 7","luma.nascimento, henrique.florencio, diego.ferreira, italo.lins, dimitre.oliveira, rafael.santos, normando.carvalho, Hugo.Silva, Renato.Silva","Lua, IOT, Java, JavaScript, Python, iOS"
"141","SCRUM","2019-10-14","2019-12-20","","297, 222, 168","henrique.florencio, dimitre.oliveira, normando.carvalho",""
"142","SCRUM","2019-10-14","2020-12-30","","63, 222, 168, 175, 478, 7, 297, 263, 479","luma.nascimento, henrique.florencio, augusto.macedo, diego.ferreira, italo.lins, dimitre.oliveira, normando.carvalho, Hugo.Silva, Renato.Silva","Lua, IOT, Java"
"144","SCRUM","2019-11-01","2021-04-30","Windows 10 - Chrome, Android 9, Android 8.1, Android 7.1.1, IOS 13.3, IOS 12.3.1, Iphone 6 - IOS 12 .3.1 (safari), Windows 10 - Firefox, PWA, Jmeter, Android 8","308, 357, 27, 500, 363, 411, 482, 425, 516, 5, 447, 544, 543, 359, 492, 560","filipe.ramos, paulo.souto, daniel.abella, UELIO.camara, ermeson.nobrega, francisco.favaro, magno.dantas, vinicius.silva, Antonio.Neto, Guthyelvis.Xavier, Ruan.Silva, Lourival.Bonfim, Vitor.Damasceno, Jose.Falcone, Claudio.Carvalho, Agatha.Martins","Web, JavaScript"
"145","SCRUM","2019-11-01","2021-08-31","Windows 10 - Chrome, Android 8.1.0 - Google Chrome, Android 9 - Google Chrome, iOS 13.3 - Safari, Windows 10 - Firefox, Android 7.1.1 - Google Chrome, iOS 12.3.1 - Safari, Apache Jmeter - 5.3, iOS - 14.0.1","27, 500, 363, 411, 482, 425, 516, 308, 357, 455, 5, 447, 544, 543, 359, 503, 559, 560","filipe.ramos, paulo.souto, daniel.abella, UELIO.camara, ermeson.nobrega, francisco.favaro, magno.dantas, vinicius.silva, Antonio.Neto, Guthyelvis.Xavier, Lourival.Bonfim, Roberto.Oliveira, Raphael.Lima, Vitor.Damasceno, Jose.Falcone, Claudio.Carvalho, Marcelo.Santos, Agatha.Martins","Web, JavaScript"
"146","SCRUM","2019-11-12","2021-12-30","Browser: Chrome 85.0.4183.83, ServerStackV1, Browser: Microsoft Edge Versão 87.0.664.75, Browser: Google Chrome Versão 88.0.4324.96, Browser: Google Chrome Versão 87","3, 487, 486, 483, 54, 519, 489, 537, 543, 544, 549, 490, 554, 565","rodrigo, paulo.ouriques, Gustavo.Nunes, Kewyn.Silva, Gerson.Vieira, Eduardo.Pessoa, Hércules.Souza, Enos.Silva, Airton.Ferreira, Jose.Falcone, Claudio.Carvalho, José.Sobrinho, Douglas.Lima, Raimundo.Ludgério","iOS, Web, Android"
"147","SCRUM","2019-11-12","2020-10-30","","3, 489, 483, 488, 484, 503","rodrigo, Gustavo.Nunes, John.Lima, José.Oliveira, Eduardo.Pessoa, Roberto.Oliveira",""
"148","SCRUM","2019-11-01","2021-08-31","Windows 10 - Chrome, Android, iOS, iOS - Mais Recente, Android - Mais Recente, Services","46, 5, 495, 27, 425, 500, 363, 411, 516, 482, 448, 447, 544, 543, 537, 556, 560, 324, 305, 446, 520, 541, 574","filipe.ramos, paulo.souto, bruno.dutra, daniel.abella, UELIO.camara, gustavo.pires, ermeson.nobrega, francisco.favaro, arthur.araujo, paulo.menezes, marcos.costa, Guthyelvis.Xavier, João.Bezerra, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Airton.Ferreira, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Luan.Silva, Agatha.Martins, Isabela.Furtado","Web, JavaScript, Android"
"149","SCRUM","2019-11-01","2021-07-01","Windows 10 - Google Chrome, Android 8.1.0 - Google Chrome, Android 9 - Google Chrome, iOS 13.3 - Safari, Jmeter, iOS 12.3 - Safari, iOS 14.5 - Safari","281, 391, 372, 5, 27, 425, 500, 363, 411, 482, 516, 359, 448, 326, 447, 544, 543, 560, 446, 520","filipe.ramos, paulo.souto, bruno.dutra, daniel.abella, jose.antonio, diogo.miranda, UELIO.camara, ermeson.nobrega, francisco.favaro, leandro.silva, magno.dantas, pablo.santos, marcos.costa, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Jose.Falcone, Claudio.Carvalho, Agatha.Martins","Web, JavaScript"
"150","SCRUM","2019-11-01","2022-09-30","Windows 10 - Chrome, Mesa de treinamento","5, 242, 220, 27, 425, 500, 363, 411, 482, 516, 305, 447, 544, 543, 560, 261, 446, 520, 47, 395, 541, 574","talles.gomes, filipe.ramos, paulo.souto, bruno.dutra, daniel.abella, marcio.pereira, danilo.coutinho, UELIO.camara, ermeson.nobrega, francisco.favaro, arthur.araujo, jailson.ferreira, luciano.reul, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Agatha.Martins, Isabela.Furtado","Web, JavaScript, RESTful APIs, Android"
"151","SCRUM","2019-12-02","2020-05-29","Stack 01","8, 13, 137, 50","jemerson.damasio, genilson.martins, bruno.santos, pedro.henriques","IoT, iOS"
"152","SCRUM","2019-12-13","2021-03-31","Chrome, Edge","18, 293, 17, 28, 438, 480, 454, 144","andre.muniz, arthur.navarro, marcos.leite, aristotenes.vilar, anderson.lima, kalber.silva, Aline.Costa, Adyson.Queiroga","IoT, iOS, MongoDB"
"153","SCRUM","2019-12-09","2020-08-31","Browser: Edge 44.18362.449.0, Browser: Chrome 79.0.3945.130","18, 144, 211, 81, 269, 202, 293, 387","diego.santos, jackson.lino, marcelo.fernandes, artur.farias, andre.muniz, arthur.navarro, aristotenes.vilar, gabriel.lemos","JavaScript, IOT, IoT, iOS"
"154","SCRUM","2020-01-06","2020-06-29","","173, 36, 131, 513, 459, 502, 211","thiago.meneses, andre.andrade, artur.farias, danilo.santos, Pedro.Lira, Mateus.Bezerra, Emanuel.Martins",""
"155","SCRUM","2020-01-06","2021-03-17","Linux - Chrome, Windows - Chrome, Windows - Firefox","180, 161, 53, 439, 434, 136, 389, 392, 472, 390, 391, 521, 523, 536, 468, 555, 470, 55, 387, 46","amanda.fabricio, andre.albuquerque, vladwoguer.bezerra, walter.guerra, fabiano.miranda, fernando.vita, jose.nascimento, ext-denis.fernandes, Anderson.pereira, epx, leandro.silva, gabriel.lemos, paulo.menezes, Lucas.Maia, Bruna.Moreira, Galileu.Araújo, Narcizo.Maniçoba, Felipe.Scheidt, Allender.Alencar, Weverton.Medeiros","Mobile, JavaScript, Android, Web, iOS, Swift"
"156","SCRUM","2020-01-06","2020-12-31","Windows 10, Ubuntu 18.04, Fedora 30 Workstation, macOS 10.15.2","94, 348, 520","wagner.leal, joao.antonio, Géssica.Alves",""
"157","SCRUM","2020-01-01","2021-12-31","Chrome, Firefox","38, 366, 152, 119, 291, 97, 241, 502, 404, 539, 169, 602, 618","paulo.lira, antonio.dantas, nathane.silva, ulysses.gomes, eline.macedo, fagner.martins, Leonardo.Santos, jordan.nunes, matheus.nicolas, Mateus.Bezerra, Luis.Fahning, Higor.Araújo, Gabrielly.Amorin","RESTful APIs, iOS"
"159","SCRUM","2020-01-01","2020-12-31","","168, 177, 34, 222, 477","henrique.florencio, paul.monthaler, giovani.barbosa, normando.carvalho, Thales.Souto","RESTful APIs, Angular 2, JavaScript"
"160","SCRUM","2020-03-01","2021-03-31","Windows, Linux (Raspberry), MacOS, Google Colab","77, 105","mateus, diego.azevedo",""
"161","SCRUM","2020-03-02","2021-02-28","AndonPlatformWindows [ME02SP08], AndonPlatformUbuntu [ME02SP08], AndonPlatform [ME02SP10], KitsPositioningPlatform","282, 336, 458, 335, 317, 423, 339, 532, 531, 399, 512, 438","tony.cavalcanti, igor.silva, felipe.nascimento, Newton.fonseca, yago.silva, camila.silva, kalber.silva, richard.senko, Bruno.Arruda, Herbert.Araújo, Andresso.Silva, Cleuves.Carvalho",""
"162","SCRUM","2020-05-04","2020-09-30","Google Chrome, Mi 9 Pro 5G, Terminal","36, 131, 466, 502, 214, 145, 465","thiago.meneses, andre.andrade, franklin.bastos, fabricio.melo, Aramis.Araújo, Adauto.Barros, Mateus.Bezerra","iOS, RESTful APIs, JavaScript, JSON, IOT"
"163","SCRUM","2020-05-04","2021-03-30","iOS, Android 8+, Android 6.0 - 7.1","89, 85, 198, 271, 397, 223, 331, 330, 373, 384, 332, 178, 356, 269, 550, 367, 552, 327, 359","jackson.lino, vinicius.macedo, catarina.silva, arkjoaquitonyo, wesley.herculano, vitruvio.alencar, bruno.brandao, samir.feitosa, andre.gois, ext-adriano.martins, ext-raul.simoes, ext-alex.lima, ext-cristiano, ext-diego.artur, romildo.freitas, berg.elisson, magno.dantas, Veruska.Santos, Guilherme.Lopes","Android, Java, Node.js, Mobile, Web"
"164","SCRUM","2020-05-01","2021-03-31","Android 6, Android 7, Android 8, Android 9, Android 8.1","18, 16, 45, 351, 494, 174, 183, 236, 435","geraldo.lima, israel.cunha, pedro.mello, arthur.navarro, ewerton.silva, catharine.bezerra, victor.batista, renan.barbosa, Lucas.Furtado","iOS"
"165","SCRUM","2020-05-11","2022-04-29","","173, 533, 450, 36, 535, 534, 496, 466, 465, 131, 548, 582","thiago.meneses, andre.andrade, bruna.cruz, danilo.santos, Aramis.Araújo, Adauto.Barros, Augusto.Firmo, André.Rodrigues, Marcos.Pereira, Dalton.Valadares, Tarciso.Oliveira, Rafael.Azevêdo",""
"166","SCRUM","2020-06-01","2021-06-30","UNIX, Chrome","283, 62, 524, 200, 445, 491, 484, 499, 7, 270","edney.oliveira, luma.nascimento, ahemenson.cavalcante, gessica.silva, emilayne.corlett, bruno.winkeler, John.Lima, Waldemar.Coimbra, Matheus.Rocha, Ted.Medeiros","iOS, MongoDB"
"168","SCRUM","2020-07-01","2022-02-01","CMD-MUXER, Windows","57, 522, 262, 67, 539, 303, 542, 519, 663, 662","adrian.guedes, thalita.goncalves, kawe.araujo, elyervesson.pereira, Enos.Silva, Andreza.Queiroz, Luis.Fahning, Stayner.Barros, João.Romão, Lucas.Silva","IOT, Lua"
"169","SCRUM","2020-07-01","2022-02-01","","57, 303, 539","adrian.guedes, elyervesson.pereira, Luis.Fahning","IOT, Lua"
"170","SCRUM","2020-07-09","2021-04-30","Workstation Z4G4 - Windows 10 - USA, Workstation Z4G4 - Windows 10 - VIRTUS","391, 449, 130, 540, 222","rony.andrade, normando.carvalho, gutemberg, leandro.silva, Lyang.Medeiros",""
"171","SCRUM","2020-06-19","2021-12-31","Windows 10 + Google Chrome, Raspberry Pi 4 Model B + Scanner Epson DS 780N, Windows 10 + Firefox","5, 211, 324, 395, 48, 27, 411, 170, 516, 425, 363, 482, 500, 305, 214, 447, 544, 543, 560, 446, 520, 541, 574","filipe.ramos, artur.farias, paulo.souto, bruno.dutra, daniel.abella, UELIO.camara, fabricio.melo, gustavo.pires, ermeson.nobrega, francisco.favaro, jeremias.araujo, felipe.belo, arthur.araujo, luciano.reul, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Agatha.Martins, Isabela.Furtado","Web, JavaScript, IoT"
"172","SCRUM","2020-07-20","2021-07-31","Atlas 200 DK, Atlas 500, Raspberry Pi Camera, Terminal Ubuntu 18.04, MindStudio, Terminal Docker, Mozilla FireFox, Postman, Model Manager","211, 539, 103, 235, 114, 541, 542, 394","fabricio.epaminondas, artur.farias, diego.pereira, tales.satiro, ana.melo, Luis.Fahning, Juliana.Leite, Stayner.Barros",""
"175","SCRUM","2020-09-14","2021-06-30","StackV1","290, 8, 227, 382, 138, 142, 140, 137, 225","genilson.martins, Marsell.Senko, luiz.escorel, isaac.santos, joao.albuquerque, diego.alan, tiago.nobrega, bruno.santos, matheus.silva","IoT"
"176","SCRUM","2020-10-05","2021-07-31","Linux, Google Chrome/Microsoft Edge","77, 526, 136, 517, 509, 508, 507, 104, 362, 181, 365, 65, 529, 28","mateus, renan.silva, robson.sousa, pedro.medeiros, marcos.leite, thiago.xavier, epx, felipe.felix, Ronily.Morais, Rafael.Ramos, Tiago.Lima, Sérgio.Correia, Juliana.Medeiros, Vélmer.Odon","IOT, RESTful APIs, C++, iOS, Java, MongoDB"
"177","SCRUM","2020-11-03","2021-09-30","[Incompativel] iOS 13 - Safari, Android 9 - Google Chrome 90+, Android 10 - Google Chrome, Windows 10 - Google Chrome 91+, IOS 14.6 - Safari, Android 9 - Google Chrome 91+, Windows 10 - Google Chrome 92+, Android 9 - Google Chrome 92+, Windows 10 - Google Chrome 93+, Android 9 - Google Chrome 93+, IOS 14+ - Safari, Windows 10 - Google Chrome 94+, Windows 10 - Google Chrome  95+, Android 11 - Google Chrome 95+, Android 9 - Google Chrome 95+, IOS 15 - Safari, Android 10 - Chrome 91+, Windows 10 - Firefox 93, Windows 10 - Firefox 94+ (64-bit), Windows 10 - Chrome 96+ (64-bit)","5, 326, 544, 543, 27, 560, 363, 482, 500, 447, 516, 411, 425, 357, 372, 324, 220, 359, 559, 492, 308, 503, 446, 520, 541, 574, 501, 305, 448, 170","filipe.ramos, paulo.souto, bruno.dutra, daniel.abella, marcio.pereira, jose.antonio, UELIO.camara, gustavo.pires, ermeson.nobrega, francisco.favaro, jeremias.araujo, arthur.araujo, magno.dantas, vinicius.silva, pablo.santos, marcos.costa, Antonio.Neto, Guthyelvis.Xavier, Ruan.Silva, Lourival.Bonfim, Gabriel.Costa, Roberto.Oliveira, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Marcelo.Santos, Agatha.Martins, Isabela.Furtado","Web, JavaScript"
"179","SCRUM","2020-12-01","2022-06-30","Windows 10 - Google Chrome 89+, Android AVD, Android 9, ASUS Tinkerboard II (Android 10)","5, 94, 381, 145, 214, 63, 479, 263, 560, 27, 425, 482, 411, 363, 543, 544, 447, 516, 500, 252, 446, 520, 541, 574","wagner.leal, filipe.ramos, paulo.souto, bruno.dutra, daniel.abella, diego.ferreira, italo.lins, UELIO.camara, franklin.bastos, fabricio.melo, ermeson.nobrega, francisco.favaro, jose.bezerra, Ednaldo.Filho, Renato.Silva, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Agatha.Martins, Isabela.Furtado","Web, JavaScript, Lua, IOT, Java, iOS, RESTful APIs, JSON"
"180","SCRUM","2021-01-01","2021-12-01","Fedora 30 Workstation, Windows, macOS","94, 348, 520, 487","wagner.leal, joao.antonio, Gerson.Vieira, Géssica.Alves",""
"181","SCRUM","2021-01-01","2021-12-31","Android, iOS","94, 33, 490, 494, 174","wagner.leal, renan.barbosa, mailson.costa, Hércules.Souza, Lucas.Furtado","Android, CouchDB, JavaScript, iOS"
"182","SCRUM","2021-01-25","2021-10-31","","354, 71, 169, 281, 173","caio.barbosa, diogo.miranda, jordan.nunes, danilo.santos, antonio.queiroz","JavaScript, Python, HTML, RESTful APIs, iOS, IOT"
"183","SCRUM","2021-01-25","2021-09-30","vManager","561, 563, 564, 461, 558","Matheus.Almeida, Hugo.Medeiros, Klynger.Dantas, Pedro.Cavalcante, José.Brito",""
"184","SCRUM","2021-01-05","2021-09-30","","558, 568, 463, 570, 571, 461, 564, 561, 563, 579","Matheus.Almeida, Bruno.Silva, Hugo.Medeiros, Klynger.Dantas, Pedro.Cavalcante, José.Brito, José.Lima, Thiago.Oliveira, Rubens.Abrantes, Gabriel.Magalhães",""
"186","SCRUM","2021-03-01","2021-09-30","","558, 561, 592","Hugo.Medeiros, Klynger.Dantas, Fernando.Sousa",""
"187","SCRUM","2021-01-01","2021-12-31","Chrome","18, 454, 438, 183","arthur.navarro, victor.batista, kalber.silva, Aline.Costa",""
"188","KANBAN","2021-03-15","2021-09-30","","461, 563, 564, 568, 570, 571, 558, 566","Matheus.Almeida, Hugo.Medeiros, Pedro.Cavalcante, José.Brito, Kelvin.Vale, José.Lima, Thiago.Oliveira, Rubens.Abrantes",""
"189","KANBAN","2021-03-17","2021-12-31","","538, 453, 457, 483, 603, 105, 605, 486","diego.azevedo, gilmar.freitas, Lucas.Cabral, Gustavo.Nunes, Kewyn.Silva, Anderson.Silva, André.Oliveira, Gutemberg.Filho",""
"190","SCRUM","2021-03-17","2021-12-31","","480, 265, 154, 604, 105","diego.azevedo, carlos.vieira, Daniel.Pires, Adyson.Queiroga, Yuri.Santos",""
"191","KANBAN","2021-03-17","2021-10-08","","105, 173","diego.azevedo, danilo.santos",""
"192","SCRUM","2021-03-17","2021-12-31","","205, 606, 351, 105, 250, 473, 311, 114, 357","wendley.franca, diego.azevedo, catharine.bezerra, tales.satiro, felipe.silva, singrid.palmeira, Antonio.Neto, Denys.Lins, Gildo.Neto",""
"193","SCRUM","2021-03-17","2021-07-31","","18, 454, 438, 183, 580","arthur.navarro, victor.batista, kalber.silva, Aline.Costa, Williamberg.Ferreira",""
"194","SCRUM","2021-03-17","2021-07-31","","18, 17, 293, 16","geraldo.lima, arthur.navarro, aristotenes.vilar, anderson.lima","iOS, MongoDB"
"197","SCRUM","2021-03-18","2021-08-30","","450, 466, 465, 496, 131, 582, 548, 638","thiago.meneses, bruna.cruz, Aramis.Araújo, Adauto.Barros, Augusto.Firmo, Tarciso.Oliveira, Rafael.Azevêdo, Maysa.Araújo",""
"198","SCRUM","2021-03-18","2021-12-31","","450, 466, 465, 496, 131, 582, 548, 638","thiago.meneses, bruna.cruz, Aramis.Araújo, Adauto.Barros, Augusto.Firmo, Tarciso.Oliveira, Rafael.Azevêdo, Maysa.Araújo",""
"199","SCRUM","2021-03-19","2021-07-31","","94, 348, 487, 520","wagner.leal, joao.antonio, Gerson.Vieira, Géssica.Alves",""
"200","SCRUM","2021-03-19","2021-10-08","","94, 33, 174, 490, 494, 531","wagner.leal, renan.barbosa, mailson.costa, Hércules.Souza, Lucas.Furtado, Andresso.Silva","Android, CouchDB, JavaScript, iOS"
"201","SCRUM","2021-03-19","2021-12-31","","94, 63, 479, 381, 145, 263, 444, 613, 612, 616, 654","wagner.leal, diego.ferreira, italo.lins, franklin.bastos, jose.bezerra, Renato.Silva, Raquel.Albert, Almir.Crispiniano, Axél.Medeiros, Matheus.Claudino, Sofia.Cavalcanti","Lua, IOT, Java, iOS, RESTful APIs, JavaScript, JSON"
"202","SCRUM","2021-03-19","2021-12-31","","539, 542, 235, 114, 394, 541","diego.pereira, tales.satiro, ana.melo, Luis.Fahning, Juliana.Leite, Stayner.Barros",""
"203","SCRUM","2021-03-22","2021-10-31","","281, 354, 71, 169","caio.barbosa, diogo.miranda, jordan.nunes, antonio.queiroz","JavaScript, Python, HTML, RESTful APIs, iOS, IOT"
"204","SCRUM","2021-03-22","2021-09-30","","583, 558","Hugo.Medeiros, Danilo.Cavalcanti",""
"205","SCRUM","2021-03-22","2021-12-31","","225, 290, 227, 8, 382, 138, 140, 137, 142","genilson.martins, Marsell.Senko, luiz.escorel, isaac.santos, joao.albuquerque, diego.alan, tiago.nobrega, bruno.santos, matheus.silva","IoT"
"206","SCRUM","2021-03-22","2021-12-31","","562, 585, 584, 587, 588, 450","bruna.cruz, Wislayne.Silva, Luana.Melo, Thalyta.Nascimento, Vinicius.Silva, Italo.Pereira",""
"207","SCRUM","2021-03-01","2021-12-31","","180, 46, 536, 389, 390, 391, 439","walter.guerra, fabiano.miranda, jose.nascimento, Anderson.pereira, leandro.silva, paulo.menezes, Allender.Alencar","Android"
"208","SCRUM","2021-03-28","2021-12-31","","180, 46, 387, 472, 161","vladwoguer.bezerra, walter.guerra, gabriel.lemos, paulo.menezes, Galileu.Araújo","JavaScript, Android"
"209","SCRUM","2021-03-28","2021-12-31","","180, 46, 53","amanda.fabricio, walter.guerra, paulo.menezes","Mobile, JavaScript, Android"
"210","SCRUM","2021-03-28","2021-12-31","","180, 46, 470, 458, 392, 468, 555, 335, 509, 181","pedro.medeiros, felipe.nascimento, walter.guerra, fernando.vita, paulo.menezes, Bruno.Arruda, Lucas.Maia, Bruna.Moreira, Tiago.Lima, Weverton.Medeiros","Android"
"211","SCRUM","2021-03-31","2021-12-31","","5, 242, 305, 275, 448, 556, 495","alex.galvao, daniel.abella, danilo.coutinho, arthur.araujo, marcos.costa, João.Bezerra, Luan.Silva",""
"212","SCRUM","2021-03-31","2021-12-31","","5, 242, 305, 359, 372, 610, 611","daniel.abella, jose.antonio, danilo.coutinho, arthur.araujo, magno.dantas, Edson.Nascimento, Arthur.Porto",""
"213","SCRUM","2021-03-31","2021-12-31","","5, 281, 305, 242, 560, 357, 544, 48, 543, 559, 503, 492, 308, 277, 27","filipe.ramos, daniel.abella, danilo.coutinho, diogo.miranda, felipe.belo, arthur.araujo, vinicius.silva, Antonio.Neto, Thyago.Pê, Ruan.Silva, Roberto.Oliveira, Jose.Falcone, Claudio.Carvalho, Marcelo.Santos, Agatha.Martins","Web, JavaScript, IoT"
"214","SCRUM","2021-03-31","2021-12-31","","5, 242, 305, 214, 411, 482, 447, 425, 516, 363","paulo.souto, daniel.abella, danilo.coutinho, UELIO.camara, fabricio.melo, ermeson.nobrega, francisco.favaro, arthur.araujo, Guthyelvis.Xavier, Vitor.Damasceno",""
"215","SCRUM","2021-03-31","2021-12-31","","5, 242, 305, 220, 395, 324, 412","daniel.abella, marcio.pereira, danilo.coutinho, gustavo.pires, arthur.araujo, luciano.reul, Eric.Sousa",""
"216","SCRUM","2021-03-31","2021-12-31","","5, 242, 305, 170, 500, 279, 537, 261, 308, 492, 503, 559, 585, 584, 588, 587, 446, 520","talles.gomes, bruno.dutra, daniel.abella, danilo.coutinho, jeremias.araujo, arthur.araujo, vinicius.silva, Aristóteles.Silva, Ruan.Silva, Lourival.Bonfim, Roberto.Oliveira, Géssica.Alves, Airton.Ferreira, Marcelo.Santos, Luana.Melo, Thalyta.Nascimento, Vinicius.Silva, Italo.Pereira",""
"217","SCRUM","2021-03-31","2021-12-31","","5, 326, 305, 537","daniel.abella, arthur.araujo, pablo.santos, Airton.Ferreira",""
"218","SCRUM","2021-04-01","2021-12-30","iOS, Android 8+, Android 6.0 - 7.1","327, 85, 89, 223, 269, 198, 367, 356, 331, 308, 397, 359","jackson.lino, catarina.silva, arkjoaquitonyo, wesley.herculano, vitruvio.alencar, bruno.brandao, samir.feitosa, andre.gois, ext-raul.simoes, romildo.freitas, magno.dantas, vinicius.silva","Android, Java, Node.js, Mobile, Web"
"219","SCRUM","2021-04-01","2021-12-31","","558, 461, 600, 567","Matheus.Almeida, Hugo.Medeiros, Vinícius.Bonfim, Kaline.Menezes",""
"220","SCRUM","2021-04-01","2021-12-31","","558, 463, 570, 561, 592, 563","Bruno.Silva, Hugo.Medeiros, Klynger.Dantas, Pedro.Cavalcante, Thiago.Oliveira, Fernando.Sousa",""
"221","SCRUM","2021-04-01","2021-12-31","","558, 579, 597, 598","Hugo.Medeiros, Gabriel.Magalhães, Hawllysson.Almeida, Emídio.Oliveira",""
"222","SCRUM","2021-04-01","2021-12-31","","558, 583, 460, 568, 571, 596, 566, 598","Antonio.Filho, Hugo.Medeiros, Kelvin.Vale, José.Lima, Rubens.Abrantes, Danilo.Cavalcanti, Marcio.Almeida, Emídio.Oliveira",""
"223","SCRUM","2021-04-01","2021-12-31","","558, 589, 601, 595","Hugo.Medeiros, Thiago.Cruz, João.Gomes, Lucas.Martins",""
"224","SCRUM","2021-04-06","2021-12-31","Postman, Google Chrome 85+","575, 549, 573, 576, 565, 577, 578, 562","José.Sobrinho, Wislayne.Silva, Raimundo.Ludgério, Larrysa.Figueiredo, Jobson.Batista, Michael.Oliveira, Marcio.Costa, Jeiseel.Silva",""
"226","SCRUM","2021-04-07","2021-08-31","","562, 602, 580, 450","bruna.cruz, Wislayne.Silva, Williamberg.Ferreira, Higor.Araújo",""
"228","SCRUM","2021-04-13","2021-12-30","","77, 257, 528, 372, 621, 501, 225","mateus, Marsell.Senko, jose.antonio, diego.lima, Gabriel.Costa, Jair.Ferreira, Bernard.Odon",""
"229","SCRUM","2021-04-01","2021-10-31","","18, 177, 550, 173, 653, 580","arthur.navarro, paul.monthaler, danilo.santos, Veruska.Santos, Williamberg.Ferreira, Tiago.Araújo",""
"230","SCRUM","2021-04-01","2021-12-31","","77, 362, 507, 509, 517, 181","mateus, robson.sousa, pedro.medeiros, Ronily.Morais, Tiago.Lima, Sérgio.Correia",""
"231","SCRUM","2021-04-01","2021-10-08","","77, 508, 526, 365, 529, 65, 173, 28","mateus, renan.silva, marcos.leite, felipe.felix, danilo.santos, Rafael.Ramos, Juliana.Medeiros, Vélmer.Odon","IOT, RESTful APIs, C++, iOS, Java, MongoDB"
"232","SCRUM","2021-04-01","2021-12-31","","241, 38, 97, 119, 366, 152, 291, 358, 502, 602, 618, 539, 404","paulo.lira, antonio.dantas, nathane.silva, ulysses.gomes, eline.macedo, mendelssohn.sa, fagner.martins, Leonardo.Santos, matheus.nicolas, Mateus.Bezerra, Luis.Fahning, Higor.Araújo, Gabrielly.Amorin","RESTful APIs, iOS"
"233","KANBAN","2021-04-21","2021-12-31","","609, 607, 608, 562, 82","jonhnanthan.oliveira, Wislayne.Silva, Caroliny.Silva, Gabriel.Azevêdo, José.Oliveira",""
"234","SCRUM","2021-04-01","2021-12-31","","105, 165, 226, 525, 530, 620, 619","diego.azevedo, guilherme.neves, maria.henrique, Beatriz.Nunes, Órion.Lima, Lourival.Netto, Mariane.Carvalho","MongoDB, iOS"
"235","SCRUM","2021-04-02","2021-12-30","","222, 420, 326","normando.carvalho, diogo.lima, pablo.santos",""
"236","SCRUM","2021-04-29","2021-06-30","","545, 546, 562","Alexsandra.Souto, Matheus.Guerra, Wislayne.Silva",""
"237","SCRUM","2021-04-30","2021-12-31","","610, 611, 562","Wislayne.Silva, Edson.Nascimento, Arthur.Porto",""
"238","SCRUM","2021-05-03","2021-12-31","","391, 449, 540, 130, 222, 467","rony.andrade, normando.carvalho, gutemberg, leandro.silva, Christian.Dias, Lyang.Medeiros",""
"239","SCRUM","2021-04-01","2021-12-31","Windows 10 - Chrome (Mock Environment), Windows 10 - Chrome (Relevant Environment)","18, 236, 16, 397, 556, 435, 406, 36, 500, 560, 544, 363, 27, 411, 482, 447, 543, 425, 516, 446, 520, 541, 574, 640, 639, 641, 65","renan.silva, geraldo.lima, filipe.ramos, andre.andrade, paulo.souto, pedro.mello, arthur.navarro, ewerton.silva, bruno.dutra, marcos.arruda, UELIO.camara, ermeson.nobrega, francisco.favaro, romildo.freitas, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Luan.Silva, Agatha.Martins, Isabela.Furtado, Brenda.Alves, Euclides.Filho, Gustavo.Gambarra","IOT, RESTful APIs, C++, iOS, Java, Web, JavaScript"
"240","SCRUM","2021-04-01","2022-03-31","Windows 10 - Chrome, Voice Assistant","18, 16, 36, 27, 560, 446, 544, 363, 411, 482, 543, 500, 447, 425, 516, 520, 227, 8, 178, 541, 633, 635, 634, 574, 655","geraldo.lima, filipe.ramos, andre.andrade, paulo.souto, genilson.martins, isaac.santos, vinicius.macedo, arthur.navarro, bruno.dutra, UELIO.camara, ermeson.nobrega, francisco.favaro, Guthyelvis.Xavier, Lourival.Bonfim, Vitor.Damasceno, Géssica.Alves, Juliana.Leite, Jose.Falcone, Claudio.Carvalho, Agatha.Martins, Isabela.Furtado, Maria.Silva, Mateus.Aires, Pedro.Lima, Kaio.Lucena","iOS, Web, JavaScript, IoT"
